installment,grade,home_ownership,loan_status
194.34,E,MORTGAGE,Does not meet the credit policy. Status:Charged Off
141.05,D,RENT,Does not meet the credit policy. Status:Fully Paid
199.34,A,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
460.72,C,RENT,Does not meet the credit policy. Status:Fully Paid
89.45,C,MORTGAGE,Does not meet the credit policy. Status:Charged Off
192.73,D,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
134.78,B,RENT,Does not meet the credit policy. Status:Fully Paid
145.75,E,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
171.92,B,RENT,Does not meet the credit policy. Status:Fully Paid
281.62,E,RENT,Does not meet the credit policy. Status:Fully Paid
113.79,F,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
227.3,B,RENT,Does not meet the credit policy. Status:Fully Paid
133.3,C,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
383,B,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
173.29,B,RENT,Does not meet the credit policy. Status:Fully Paid
150.17,A,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
869.09,D,RENT,Does not meet the credit policy. Status:Fully Paid
887.47,E,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
96.79,B,RENT,Does not meet the credit policy. Status:Fully Paid
174.84,F,RENT,Does not meet the credit policy. Status:Fully Paid
441.64,F,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
126.98,B,RENT,Does not meet the credit policy. Status:Fully Paid
308.36,A,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
180.68,D,MORTGAGE,Does not meet the credit policy. Status:Charged Off
160.84,C,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
507.95,C,RENT,Does not meet the credit policy. Status:Fully Paid
248.41,B,RENT,Does not meet the credit policy. Status:Charged Off
176.27,A,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
389.24,B,RENT,Does not meet the credit policy. Status:Fully Paid
233.27,C,RENT,Does not meet the credit policy. Status:Charged Off
148.12,E,OWN,Does not meet the credit policy. Status:Charged Off
493.38,A,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
470.25,A,RENT,Does not meet the credit policy. Status:Fully Paid
266.6,C,RENT,Does not meet the credit policy. Status:Fully Paid
342.22,D,RENT,Does not meet the credit policy. Status:Fully Paid
160.45,B,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
770.14,B,MORTGAGE,Does not meet the credit policy. Status:Charged Off
64.88,B,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
428.5,B,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
61.17,F,RENT,Does not meet the credit policy. Status:Fully Paid
414.99,D,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
51.07,C,RENT,Does not meet the credit policy. Status:Fully Paid
245.93,E,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
96.33,D,OWN,Does not meet the credit policy. Status:Fully Paid
526.11,G,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
532.48,E,MORTGAGE,Does not meet the credit policy. Status:Charged Off
276.66,D,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
304.88,E,RENT,Does not meet the credit policy. Status:Fully Paid
95.75,B,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
68.81,D,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
347.02,B,RENT,Does not meet the credit policy. Status:Fully Paid
121.46,D,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
273.79,B,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
72.88,D,RENT,Does not meet the credit policy. Status:Fully Paid
125.76,B,MORTGAGE,Does not meet the credit policy. Status:Charged Off
358.97,E,OWN,Does not meet the credit policy. Status:Fully Paid
551.07,G,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
709.04,D,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
103.59,C,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
462.42,D,RENT,Does not meet the credit policy. Status:Fully Paid
290.19,D,OWN,Does not meet the credit policy. Status:Charged Off
353.8,E,OWN,Does not meet the credit policy. Status:Fully Paid
242.92,D,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
195.73,B,RENT,Does not meet the credit policy. Status:Fully Paid
71.39,B,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
243.38,D,MORTGAGE,Does not meet the credit policy. Status:Charged Off
552.27,B,RENT,Does not meet the credit policy. Status:Fully Paid
101.43,E,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
116.48,D,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
139.08,D,RENT,Does not meet the credit policy. Status:Fully Paid
226.7,C,RENT,Does not meet the credit policy. Status:Fully Paid
331.48,B,MORTGAGE,Does not meet the credit policy. Status:Charged Off
50.99,C,OWN,Does not meet the credit policy. Status:Fully Paid
45.64,E,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
119.34,B,RENT,Does not meet the credit policy. Status:Charged Off
750.59,G,RENT,Does not meet the credit policy. Status:Fully Paid
174.76,D,OWN,Does not meet the credit policy. Status:Fully Paid
139.46,E,OWN,Does not meet the credit policy. Status:Fully Paid
660.6,D,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
135.96,C,RENT,Does not meet the credit policy. Status:Fully Paid
520.55,F,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
274.15,G,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
195.58,E,MORTGAGE,Does not meet the credit policy. Status:Charged Off
716.11,F,MORTGAGE,Does not meet the credit policy. Status:Charged Off
144.27,C,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
210.8,D,RENT,Does not meet the credit policy. Status:Fully Paid
99.45,B,OWN,Does not meet the credit policy. Status:Fully Paid
211.02,F,MORTGAGE,Does not meet the credit policy. Status:Charged Off
345.29,C,RENT,Does not meet the credit policy. Status:Fully Paid
242.92,D,RENT,Does not meet the credit policy. Status:Fully Paid
167.77,D,RENT,Does not meet the credit policy. Status:Fully Paid
828.69,B,MORTGAGE,Does not meet the credit policy. Status:Charged Off
422.04,F,MORTGAGE,Does not meet the credit policy. Status:Charged Off
171.91,E,MORTGAGE,Does not meet the credit policy. Status:Charged Off
299.46,E,MORTGAGE,Does not meet the credit policy. Status:Charged Off
580.86,C,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
405.66,C,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
219.81,F,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
654.17,F,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
137.4,C,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
214.68,F,MORTGAGE,Does not meet the credit policy. Status:Charged Off
119.51,D,RENT,Does not meet the credit policy. Status:Charged Off
362.23,E,RENT,Does not meet the credit policy. Status:Charged Off
113.59,D,RENT,Does not meet the credit policy. Status:Charged Off
33.81,C,MORTGAGE,Does not meet the credit policy. Status:Charged Off
170.84,C,RENT,Does not meet the credit policy. Status:Fully Paid
105.07,D,MORTGAGE,Does not meet the credit policy. Status:Charged Off
54.97,B,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
608.49,C,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
195.73,B,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
251.55,E,RENT,Does not meet the credit policy. Status:Charged Off
119.51,D,RENT,Does not meet the credit policy. Status:Charged Off
351.55,G,MORTGAGE,Does not meet the credit policy. Status:Charged Off
244.66,D,MORTGAGE,Does not meet the credit policy. Status:Charged Off
54.75,A,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
484.22,D,RENT,Does not meet the credit policy. Status:Charged Off
221.08,D,MORTGAGE,Does not meet the credit policy. Status:Charged Off
392.51,F,RENT,Does not meet the credit policy. Status:Charged Off
346,C,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
273.35,C,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
170.84,C,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
170.84,C,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
125.78,E,MORTGAGE,Does not meet the credit policy. Status:Charged Off
519.26,F,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
140.53,D,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
202.85,E,RENT,Does not meet the credit policy. Status:Charged Off
489.31,D,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
291.5,D,MORTGAGE,Does not meet the credit policy. Status:Charged Off
654.17,F,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
130.82,B,OWN,Does not meet the credit policy. Status:Fully Paid
235.63,D,RENT,Does not meet the credit policy. Status:Fully Paid
530.7,E,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
251.93,B,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
32.45,B,RENT,Does not meet the credit policy. Status:Charged Off
142.95,C,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
282.53,D,RENT,Does not meet the credit policy. Status:Fully Paid
53.17,G,RENT,Does not meet the credit policy. Status:Fully Paid
339.89,C,MORTGAGE,Does not meet the credit policy. Status:Charged Off
69.06,C,MORTGAGE,Does not meet the credit policy. Status:Charged Off
89.84,E,RENT,Does not meet the credit policy. Status:Fully Paid
152.14,E,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
298.63,D,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
328.41,F,RENT,Does not meet the credit policy. Status:Fully Paid
401.85,G,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
376.29,E,MORTGAGE,Does not meet the credit policy. Status:Charged Off
100.1,A,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
139.81,D,RENT,Does not meet the credit policy. Status:Fully Paid
98.89,D,RENT,Does not meet the credit policy. Status:Fully Paid
56.26,G,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
194.61,E,RENT,Does not meet the credit policy. Status:Charged Off
205.84,C,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
283.04,E,RENT,Does not meet the credit policy. Status:Fully Paid
139.55,C,RENT,Does not meet the credit policy. Status:Fully Paid
300.3,A,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
343.48,C,RENT,Does not meet the credit policy. Status:Fully Paid
524.73,B,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
360.76,B,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
101.97,C,RENT,Does not meet the credit policy. Status:Fully Paid
544.11,G,RENT,Does not meet the credit policy. Status:Charged Off
191.23,D,RENT,Does not meet the credit policy. Status:Fully Paid
116.32,D,RENT,Does not meet the credit policy. Status:Charged Off
114.36,C,MORTGAGE,Does not meet the credit policy. Status:Charged Off
355.64,E,RENT,Does not meet the credit policy. Status:Charged Off
882.89,D,MORTGAGE,Does not meet the credit policy. Status:Charged Off
99.82,E,MORTGAGE,Does not meet the credit policy. Status:Charged Off
836.1,G,RENT,Does not meet the credit policy. Status:Fully Paid
124.16,E,RENT,Does not meet the credit policy. Status:Fully Paid
263.78,F,MORTGAGE,Does not meet the credit policy. Status:Charged Off
109.34,C,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
594.15,E,RENT,Does not meet the credit policy. Status:Fully Paid
99.45,B,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
163.11,B,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
240.96,D,RENT,Does not meet the credit policy. Status:Charged Off
101.42,C,OWN,Does not meet the credit policy. Status:Fully Paid
168.31,C,OWN,Does not meet the credit policy. Status:Fully Paid
685.37,G,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
733.53,F,RENT,Does not meet the credit policy. Status:Charged Off
343.48,C,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
69.54,D,RENT,Does not meet the credit policy. Status:Fully Paid
165.74,C,OWN,Does not meet the credit policy. Status:Fully Paid
143.73,E,RENT,Does not meet the credit policy. Status:Charged Off
393.55,B,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
483.83,C,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
66.3,B,RENT,Does not meet the credit policy. Status:Fully Paid
208.61,D,MORTGAGE,Does not meet the credit policy. Status:Charged Off
464.11,E,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
669.75,G,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
266.09,B,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
88.45,E,RENT,Does not meet the credit policy. Status:Fully Paid
357.32,E,MORTGAGE,Does not meet the credit policy. Status:Charged Off
131.39,A,RENT,Does not meet the credit policy. Status:Fully Paid
249.55,E,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
83.73,C,MORTGAGE,Does not meet the credit policy. Status:Charged Off
581.42,F,MORTGAGE,Does not meet the credit policy. Status:Charged Off
64.9,B,RENT,Does not meet the credit policy. Status:Charged Off
281.06,D,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
52.7,D,RENT,Does not meet the credit policy. Status:Fully Paid
289.15,D,RENT,Does not meet the credit policy. Status:Fully Paid
327.96,B,RENT,Does not meet the credit policy. Status:Fully Paid
250.25,A,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
118.96,C,RENT,Does not meet the credit policy. Status:Charged Off
235.2,D,RENT,Does not meet the credit policy. Status:Fully Paid
121.69,D,RENT,Does not meet the credit policy. Status:Charged Off
155.38,C,RENT,Does not meet the credit policy. Status:Fully Paid
274.02,B,MORTGAGE,Does not meet the credit policy. Status:Charged Off
64.37,E,RENT,Does not meet the credit policy. Status:Fully Paid
391.82,D,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
655.92,B,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
212.87,B,MORTGAGE,Does not meet the credit policy. Status:Charged Off
349.51,D,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
125.78,E,OWN,Does not meet the credit policy. Status:Charged Off
141.52,E,RENT,Does not meet the credit policy. Status:Fully Paid
205.71,D,RENT,Does not meet the credit policy. Status:Charged Off
156.46,D,OWN,Does not meet the credit policy. Status:Fully Paid
593.49,B,RENT,Does not meet the credit policy. Status:Charged Off
188.98,G,RENT,Does not meet the credit policy. Status:Fully Paid
395.56,E,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
244.72,C,RENT,Does not meet the credit policy. Status:Fully Paid
296.65,D,RENT,Does not meet the credit policy. Status:Charged Off
124.48,E,RENT,Does not meet the credit policy. Status:Fully Paid
253.56,E,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
489.77,D,RENT,Does not meet the credit policy. Status:Fully Paid
242.11,D,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
597.51,D,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
549.31,F,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
347.69,D,RENT,Does not meet the credit policy. Status:Fully Paid
207.53,D,RENT,Does not meet the credit policy. Status:Charged Off
169.03,C,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
277.28,B,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
232.58,C,RENT,Does not meet the credit policy. Status:Fully Paid
244.72,C,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
674.93,G,OWN,Does not meet the credit policy. Status:Charged Off
300.92,F,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
139.08,D,OWN,Does not meet the credit policy. Status:Fully Paid
233.62,B,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
69.78,C,OWN,Does not meet the credit policy. Status:Fully Paid
65.41,B,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
32.63,B,OWN,Does not meet the credit policy. Status:Fully Paid
143.51,C,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
173.85,D,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
176.58,D,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
348.8,B,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
729.79,F,RENT,Does not meet the credit policy. Status:Fully Paid
119.59,C,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
465.16,C,RENT,Does not meet the credit policy. Status:Fully Paid
405.66,C,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
690.57,C,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
52.7,D,RENT,Does not meet the credit policy. Status:Charged Off
216.86,D,MORTGAGE,Does not meet the credit policy. Status:Charged Off
154.56,F,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
144.58,D,RENT,Does not meet the credit policy. Status:Fully Paid
122.79,E,RENT,Does not meet the credit policy. Status:Charged Off
199.64,E,OWN,Does not meet the credit policy. Status:Fully Paid
491.16,E,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
442.05,E,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
181.42,C,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
418.67,F,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
355.09,D,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
116.32,D,RENT,Does not meet the credit policy. Status:Fully Paid
100.39,D,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
59.16,C,RENT,Does not meet the credit policy. Status:Fully Paid
211.9,D,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
583,D,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
172.65,C,RENT,Does not meet the credit policy. Status:Charged Off
543.82,C,RENT,Does not meet the credit policy. Status:Fully Paid
82.87,B,MORTGAGE,Does not meet the credit policy. Status:Charged Off
214.49,E,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
122.79,E,RENT,Does not meet the credit policy. Status:Fully Paid
141.68,F,RENT,Does not meet the credit policy. Status:Fully Paid
326.47,G,RENT,Does not meet the credit policy. Status:Charged Off
353.16,D,MORTGAGE,Does not meet the credit policy. Status:Charged Off
279.1,C,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
487.36,D,RENT,Does not meet the credit policy. Status:Fully Paid
221.44,C,MORTGAGE,Does not meet the credit policy. Status:Charged Off
119.51,D,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
131.89,B,RENT,Does not meet the credit policy. Status:Fully Paid
137.53,E,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
452.37,C,RENT,Does not meet the credit policy. Status:Charged Off
325.62,C,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
695.37,D,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
237.66,E,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
305.9,C,MORTGAGE,Does not meet the credit policy. Status:Charged Off
407.87,C,RENT,Does not meet the credit policy. Status:Fully Paid
121.69,D,RENT,Does not meet the credit policy. Status:Charged Off
102.51,C,OWN,Does not meet the credit policy. Status:Fully Paid
223.27,C,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
155.22,B,MORTGAGE,Does not meet the credit policy. Status:Charged Off
164.81,E,RENT,Does not meet the credit policy. Status:Fully Paid
203.94,C,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
460.03,F,RENT,Does not meet the credit policy. Status:Fully Paid
213.38,E,RENT,Does not meet the credit policy. Status:Fully Paid
68.7,C,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
124.52,D,RENT,Does not meet the credit policy. Status:Fully Paid
554,E,OWN,Does not meet the credit policy. Status:Charged Off
212.12,E,RENT,Does not meet the credit policy. Status:Charged Off
224.44,C,RENT,Does not meet the credit policy. Status:Fully Paid
140.53,D,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
86.33,C,RENT,Does not meet the credit policy. Status:Charged Off
184.54,C,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
478.5,G,RENT,Does not meet the credit policy. Status:Charged Off
217.82,F,RENT,Does not meet the credit policy. Status:Charged Off
343.07,C,OWN,Does not meet the credit policy. Status:Fully Paid
99.03,E,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
441.9,C,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
199.64,E,RENT,Does not meet the credit policy. Status:Charged Off
184.01,F,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
531.66,G,MORTGAGE,Does not meet the credit policy. Status:Charged Off
311.56,F,MORTGAGE,Does not meet the credit policy. Status:Charged Off
503.1,E,RENT,Does not meet the credit policy. Status:Fully Paid
159.66,B,MORTGAGE,Does not meet the credit policy. Status:Charged Off
193.5,B,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
339.89,C,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
167.62,D,MORTGAGE,Does not meet the credit policy. Status:Charged Off
254.27,D,RENT,Does not meet the credit policy. Status:Fully Paid
140.53,D,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
109.92,C,RENT,Does not meet the credit policy. Status:Fully Paid
124.78,E,OWN,Does not meet the credit policy. Status:Fully Paid
242.45,G,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
664.58,G,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
65.6,B,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
57.2,E,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
51.53,C,RENT,Does not meet the credit policy. Status:Fully Paid
231.84,F,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
129.73,B,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
98.24,E,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
108.3,A,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
452.79,E,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
343.48,C,RENT,Does not meet the credit policy. Status:Fully Paid
571.96,E,RENT,Does not meet the credit policy. Status:Fully Paid
159.29,G,RENT,Does not meet the credit policy. Status:Charged Off
294.7,E,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
203.94,C,OWN,Does not meet the credit policy. Status:Charged Off
287.79,A,RENT,Does not meet the credit policy. Status:Fully Paid
188.26,D,RENT,Does not meet the credit policy. Status:Fully Paid
440.8,D,RENT,Does not meet the credit policy. Status:Fully Paid
116.02,B,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
366.77,F,RENT,Does not meet the credit policy. Status:Fully Paid
98.24,E,RENT,Does not meet the credit policy. Status:Fully Paid
176.9,E,MORTGAGE,Does not meet the credit policy. Status:Charged Off
209.63,E,OWN,Does not meet the credit policy. Status:Charged Off
515.22,C,RENT,Does not meet the credit policy. Status:Fully Paid
843.18,D,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
139.08,D,RENT,Does not meet the credit policy. Status:Fully Paid
82.87,B,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
97.34,B,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
81.14,C,RENT,Does not meet the credit policy. Status:Fully Paid
153.76,C,RENT,Does not meet the credit policy. Status:Fully Paid
99.45,B,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
252.85,C,MORTGAGE,Does not meet the credit policy. Status:Charged Off
177.49,E,RENT,Does not meet the credit policy. Status:Charged Off
533.45,E,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
98.24,E,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
85.42,C,RENT,Does not meet the credit policy. Status:Fully Paid
492.61,F,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
116.29,C,RENT,Does not meet the credit policy. Status:Fully Paid
268.91,E,RENT,Does not meet the credit policy. Status:Charged Off
150.93,E,OWN,Does not meet the credit policy. Status:Fully Paid
273.35,C,MORTGAGE,Does not meet the credit policy. Status:Charged Off
436.68,G,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
364.38,D,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
171.74,C,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
393.55,B,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
32.63,B,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
581.28,E,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
84.98,C,RENT,Does not meet the credit policy. Status:Fully Paid
148.54,E,RENT,Does not meet the credit policy. Status:Charged Off
119.51,D,RENT,Does not meet the credit policy. Status:Charged Off
301.41,E,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
168.67,D,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
187.69,A,RENT,Does not meet the credit policy. Status:Fully Paid
346.59,E,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
69.06,C,RENT,Does not meet the credit policy. Status:Fully Paid
327.51,G,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
76.49,D,RENT,Does not meet the credit policy. Status:Charged Off
75.43,B,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
485.59,F,MORTGAGE,Does not meet the credit policy. Status:Charged Off
291.5,D,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
104.31,D,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
622.57,D,MORTGAGE,Does not meet the credit policy. Status:Charged Off
61.23,D,RENT,Does not meet the credit policy. Status:Charged Off
343.48,C,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
51.93,F,RENT,Does not meet the credit policy. Status:Fully Paid
103.05,C,MORTGAGE,Does not meet the credit policy. Status:Charged Off
103.05,C,MORTGAGE,Does not meet the credit policy. Status:Charged Off
146.94,D,OWN,Does not meet the credit policy. Status:Fully Paid
166.02,D,RENT,Does not meet the credit policy. Status:Charged Off
171.74,C,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
288.59,B,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
341.68,C,RENT,Does not meet the credit policy. Status:Fully Paid
170.05,D,MORTGAGE,Does not meet the credit policy. Status:Charged Off
148.38,B,RENT,Does not meet the credit policy. Status:Fully Paid
276.8,C,MORTGAGE,Does not meet the credit policy. Status:Charged Off
226.4,E,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
503.1,E,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
281.06,D,RENT,Does not meet the credit policy. Status:Fully Paid
150.15,A,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
88.16,D,OWN,Does not meet the credit policy. Status:Fully Paid
158.84,C,RENT,Does not meet the credit policy. Status:Charged Off
139.08,D,MORTGAGE,Does not meet the credit policy. Status:Charged Off
162.23,B,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
556.01,D,RENT,Does not meet the credit policy. Status:Fully Paid
294.7,E,RENT,Does not meet the credit policy. Status:Charged Off
184.64,B,RENT,Does not meet the credit policy. Status:Charged Off
100.62,E,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
337.28,D,RENT,Does not meet the credit policy. Status:Charged Off
395.66,F,RENT,Does not meet the credit policy. Status:Charged Off
132.92,G,MORTGAGE,Does not meet the credit policy. Status:Charged Off
94.48,B,RENT,Does not meet the credit policy. Status:Fully Paid
73.82,C,RENT,Does not meet the credit policy. Status:Fully Paid
123.78,E,MORTGAGE,Does not meet the credit policy. Status:Charged Off
172.94,D,RENT,Does not meet the credit policy. Status:Charged Off
350.13,F,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
65.6,B,RENT,Does not meet the credit policy. Status:Charged Off
495.12,E,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
130.84,F,RENT,Does not meet the credit policy. Status:Charged Off
638,G,RENT,Does not meet the credit policy. Status:Fully Paid
443.48,B,RENT,Does not meet the credit policy. Status:Fully Paid
125.13,A,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
329.72,B,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
525.73,D,RENT,Does not meet the credit policy. Status:Fully Paid
266.09,B,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
453.56,G,MORTGAGE,Does not meet the credit policy. Status:Charged Off
221.74,B,MORTGAGE,Does not meet the credit policy. Status:Charged Off
237.92,C,RENT,Does not meet the credit policy. Status:Fully Paid
82.87,C,MORTGAGE,Does not meet the credit policy. Status:Fully Paid
